tweetid,link,author,title,description,pubdate,source,favorite_count,retweet_count,tweet_type,user_id,user_friends_count,user_followers_count,user_location
1.46598E+18,https://twitter.com/yeetbeete/statuses/1465979880210845701,yeetbeete,@letterboxd Out of Sight (1998) The Harder They Fall (2021) Passing (2021) Dune (2021) https://t.co/Toyw37dkwp,@letterboxd Out of Sight (1998) The Harder They Fall (2021) Passing (2021) Dune (2021) https://t.co/Toyw37dkwp,12/1/2021 4:43,Twitter for iPhone,0,0,reply,3904260912,1609,99,Kugane (Eorzea)
1.46598E+18,https://twitter.com/vinidsmonteiro/statuses/1465978556547276809,vinidsmonteiro,Timothée Chamalet is everywhere I\'ve watched recently!  Dune(2021) Little women (2019) The king (2019) Don\'t look up (2021; trailer)  Is this like a contract with the movie industry?,Timothée Chamalet is everywhere I\'ve watched recently!  Dune(2021) Little women (2019) The king (2019) Don\'t look up (2021; trailer)  Is this like a contract with the movie industry?,12/1/2021 4:38,Twitter Web App,0,0,original,1.144E+18,816,331,"Dublin City, Ireland"
1.46598E+18,https://twitter.com/BenitezLeonelR/statuses/1465977502514302976,BenitezLeonelR,Autumn Sonata (1978) The Heiress (1949) Corpus Christi (2019) Dune (2021). https://t.co/UXhqDrxTpD https://t.co/qYp8hYXW9a,Autumn Sonata (1978) The Heiress (1949) Corpus Christi (2019) Dune (2021). https://t.co/UXhqDrxTpD https://t.co/qYp8hYXW9a,12/1/2021 4:34,Twitter for Android,0,0,quote,7.9968E+17,477,207,Fargo
1.46598E+18,https://twitter.com/ErasedMemories4/statuses/1465976713465282561,ErasedMemories4,What was your 2021 Movie Highlight? Mine was DUNE!,What was your 2021 Movie Highlight? Mine was DUNE!,12/1/2021 4:30,Twitter Web App,0,0,original,1.39206E+18,506,919,Hamburg
1.46598E+18,https://twitter.com/BlaqSmooch/statuses/1465975759865094149,BlaqSmooch,RT @iamblackmyth2: 2021 Popular movies released in OCTOBER that you must watch  Thread.....  1. Dune........Army Of Thieves https://t.co/Oo…,2021 Popular movies released in OCTOBER that you must watch  Thread.....  1. Dune........Army Of Thieves https://t.co/OoULJhqxnE,12/1/2021 4:27,Twitter for Android,0,1500,retweet,3108439059,698,534,Durban
1.46597E+18,https://twitter.com/TheMagicBeanBag/statuses/1465974164297289731,TheMagicBeanBag,"@dunesagapodcast hello, it would make me really happy if I could expose my video essay on Dune 2021 to some fans https://t.co/OdooIZuqR8","@dunesagapodcast hello, it would make me really happy if I could expose my video essay on Dune 2021 to some fans https://t.co/OdooIZuqR8",12/1/2021 4:20,Twitter for Android,0,0,original,1.37474E+18,201,2,"London, England"
1.46597E+18,https://twitter.com/TheMagicBeanBag/statuses/1465973895610175492,TheMagicBeanBag,@dunepod hey guys any chance of sharing my video essay on Dune 2021? https://t.co/OdooIZuqR8 from a budding YouTuber,@dunepod hey guys any chance of sharing my video essay on Dune 2021? https://t.co/OdooIZuqR8 from a budding YouTuber,12/1/2021 4:19,Twitter for Android,0,0,original,1.37474E+18,201,2,"London, England"
1.46597E+18,https://twitter.com/TheSpaceshipper/statuses/1465972246296543232,TheSpaceshipper,"RT @TheSpaceshipper: *Behind the ships of Foundation (2021)  *Behind the ships of Dune (2021)  *The Art of Lorin Wood  Three new long-form,…","*Behind the ships of Foundation (2021)  *Behind the ships of Dune (2021)  *The Art of Lorin Wood  Three new long-form, deep dive articles into the making of space fiction, on my Patreon ==&gt; https://t.co/pUcEHyohPr https://t.co/NyJp7Gt0B9",12/1/2021 4:13,TweetDeck,0,53,retweet,1.07324E+18,2780,39657,France
1.46597E+18,https://twitter.com/abrighterbeat/statuses/1465970670928605184,abrighterbeat,Favourite movie of 2021 released this year:  Dune  Favourite movie of 2021 that was new to me but released earlier:  Well.. I only really saw Dune...   Movie I\'ve watched the most in 2021:  Dune  Least favourite movie of 2021:  I don\'t think I have one! https://t.co/XjVNQaHZH4,Favourite movie of 2021 released this year:  Dune  Favourite movie of 2021 that was new to me but released earlier:  Well.. I only really saw Dune...   Movie I\'ve watched the most in 2021:  Dune  Least favourite movie of 2021:  I don\'t think I have one! https://t.co/XjVNQaHZH4,12/1/2021 4:06,Twitter Web App,0,0,quote,61438577,642,257,UK
1.46597E+18,https://twitter.com/GoMovieReviews/statuses/1465969072525348866,GoMovieReviews,#DuneMovie for release tomorrow: ★★★★☆ (4.2/5) Classic #DenisVilleneuve with deep bass soundtrack driving a foreboding tension and underlying serious tone to the film that blurs fantasy with political intrigue.  Worth seeing on the big screen. https://t.co/Cs2YlbtXuO,#DuneMovie for release tomorrow: ★★★★☆ (4.2/5) Classic #DenisVilleneuve with deep bass soundtrack driving a foreboding tension and underlying serious tone to the film that blurs fantasy with political intrigue.  Worth seeing on the big screen. https://t.co/Cs2YlbtXuO,12/1/2021 4:00,Twitter Web App,0,0,original,7.01916E+17,1797,2023,"Melbourne, Australia"
1.46597E+18,https://twitter.com/Articufilm/statuses/1465969006620418050,Articufilm,"This weeks list of films on VOD include, #Dune, #Antlers and an extended cut of #HalloweenKills, but what will you watch. Read our review of Dune, in the link below https://t.co/eXIPWUONyG https://t.co/ng4FAvXl8D","This weeks list of films on VOD include, #Dune, #Antlers and an extended cut of #HalloweenKills, but what will you watch. Read our review of Dune, in the link below https://t.co/eXIPWUONyG https://t.co/ng4FAvXl8D",12/1/2021 4:00,Twitter for iPhone,0,0,original,1.08079E+18,90,48,"South West, England"
1.46597E+18,https://twitter.com/KasiPrototype/statuses/1465968689182826498,KasiPrototype,RT @iamblackmyth2: 2021 Popular movies released in OCTOBER that you must watch  Thread.....  1. Dune........Army Of Thieves https://t.co/Oo…,2021 Popular movies released in OCTOBER that you must watch  Thread.....  1. Dune........Army Of Thieves https://t.co/OoULJhqxnE,12/1/2021 3:59,Twitter Web App,0,1500,retweet,568857221,1372,1311,Cape Town  /\'\'V\'\'\'\'\'\'V\\
1.46597E+18,https://twitter.com/richer_mokoena/statuses/1465967952906358784,richer_mokoena,RT @iamblackmyth2: 2021 Popular movies released in OCTOBER that you must watch  Thread.....  1. Dune........Army Of Thieves https://t.co/Oo…,2021 Popular movies released in OCTOBER that you must watch  Thread.....  1. Dune........Army Of Thieves https://t.co/OoULJhqxnE,12/1/2021 3:56,Twitter for Android,0,1500,retweet,9.44438E+17,4760,4735,"Johannesburg, South Africa"
1.46597E+18,https://twitter.com/DladlaT_/statuses/1465967386700529664,DladlaT_,RT @iamblackmyth2: 2021 Popular movies released in OCTOBER that you must watch  Thread.....  1. Dune........Army Of Thieves https://t.co/Oo…,2021 Popular movies released in OCTOBER that you must watch  Thread.....  1. Dune........Army Of Thieves https://t.co/OoULJhqxnE,12/1/2021 3:53,Twitter for Android,0,1500,retweet,9.27461E+17,12406,15327,Durban
1.46597E+18,https://twitter.com/Coronarchivista/statuses/1465966556605599744,Coronarchivista,"RT @rfergusonweb: ""Rebecca! Phenomenal! She has so much weight. She holds her own. She is tougher than all the guys"" - Jason Momoa on worki…","""Rebecca! Phenomenal! She has so much weight. She holds her own. She is tougher than all the guys"" - Jason Momoa on working with Rebecca Ferguson in Dune (2021) https://t.co/e6Rfs6NJE4",12/1/2021 3:50,Twitter Web App,0,34,retweet,1.15722E+18,2663,269,
1.46597E+18,https://twitter.com/GoMovieReviews/statuses/1465966453044224004,GoMovieReviews,Dune https://t.co/dIg7izO2XF,Dune https://t.co/dIg7izO2XF,12/1/2021 3:50,WordPress.com,0,0,original,7.01916E+17,1797,2023,"Melbourne, Australia"
1.46596E+18,https://twitter.com/MetaLafinAtchu/statuses/1465963605006819337,MetaLafinAtchu,"#top5firstviews for November 2021  1. The Apartment (Wilder, 1960) 2. Once Upon a Time in America (Leone, 1984) 3. Midnight Run (Brest, 1988) 4. Dune (Villeneuve, 2021) 5. Bowfinger (Oz, 1999)  HM: Point Blank (Boorman, 1967)","#top5firstviews for November 2021  1. The Apartment (Wilder, 1960) 2. Once Upon a Time in America (Leone, 1984) 3. Midnight Run (Brest, 1988) 4. Dune (Villeneuve, 2021) 5. Bowfinger (Oz, 1999)  HM: Point Blank (Boorman, 1967)",12/1/2021 3:38,Twitter Web App,0,0,original,7.85631E+17,238,22,"Seattle, WA"
1.46596E+18,https://twitter.com/TheMagicBeanBag/statuses/1465958519530733570,TheMagicBeanBag,"@TheDuneSaga hi I\'m trying to get some views on my video essay on Dune 2021, any sharing appreciated https://t.co/OdooIZuqR8","@TheDuneSaga hi I\'m trying to get some views on my video essay on Dune 2021, any sharing appreciated https://t.co/OdooIZuqR8",12/1/2021 3:18,Twitter for Android,0,0,original,1.37474E+18,201,2,"London, England"
1.46596E+18,https://twitter.com/KingPigeon/statuses/1465958271064457218,KingPigeon,RT @cranny_boy: The most popular baby name of 2021 is Dune,The most popular baby name of 2021 is Dune,12/1/2021 3:17,Twitter for iPhone,0,7,retweet,233834048,479,434,"MILF City, Connecticut"
1.46596E+18,https://twitter.com/shine20112124/statuses/1465957670419005444,shine20112124,"RT @DuneInfo: Hong Kong Exclusive Release by @Mantalab, #DuneMovie 4K-UHD, 44 page Lenticular Digibook with movie contents. Released 20th D…","Hong Kong Exclusive Release by @Mantalab, #DuneMovie 4K-UHD, 44 page Lenticular Digibook with movie contents. Released 20th December 2021  Preorder: https://t.co/DjRnS6IOL5 https://t.co/bVXBVFIhkE",12/1/2021 3:15,Twitter for iPhone,0,21,retweet,1.46354E+18,51,3,
1.46596E+18,https://twitter.com/DuneInfo/statuses/1465956442582790150,DuneInfo,"@ethanduffy12 @GeekGabNews @wbpictures @Legendary @Mantalab @the4kCollectivE @dunemovie @JohnnySobczak @UltraHDBluray @experienceUHD @UHD4k @HDMOVIESOURCE Pre-order begins at 3PM (Hong Kong Time) December 3rd, 2021  https://t.co/DjRnS6IOL5","@ethanduffy12 @GeekGabNews @wbpictures @Legendary @Mantalab @the4kCollectivE @dunemovie @JohnnySobczak @UltraHDBluray @experienceUHD @UHD4k @HDMOVIESOURCE Pre-order begins at 3PM (Hong Kong Time) December 3rd, 2021  https://t.co/DjRnS6IOL5",12/1/2021 3:10,TweetDeck,0,0,reply,36073989,88,19470,Arrakis
1.46595E+18,https://twitter.com/Pen_Kuyus/statuses/1465953449460129792,Pen_Kuyus,"RT @wongkwarwai: Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM","Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM",12/1/2021 2:58,Twitter for Android,0,354,retweet,1645216352,2300,162,
1.46595E+18,https://twitter.com/fvckilham/statuses/1465953164847247360,fvckilham,"RT @wongkwarwai: Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM","Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM",12/1/2021 2:57,Twitter for Android,0,354,retweet,1234657686,342,320,bekasi
1.46595E+18,https://twitter.com/69NiceBot69/statuses/1465953020093640710,69NiceBot69,RT @jamie_hall: I just spent $69 on tickets to Dune. It’ll be worth it so long as this movie makes all of 2021 feel worth it somehow,I just spent $69 on tickets to Dune. It’ll be worth it so long as this movie makes all of 2021 feel worth it somehow,12/1/2021 2:56,69NiceBot69,0,1,retweet,1.23705E+18,3,2838,
1.46595E+18,https://twitter.com/jamie_hall/statuses/1465952993321242624,jamie_hall,I just spent $69 on tickets to Dune. It’ll be worth it so long as this movie makes all of 2021 feel worth it somehow,I just spent $69 on tickets to Dune. It’ll be worth it so long as this movie makes all of 2021 feel worth it somehow,12/1/2021 2:56,Tweetbot for iΟS,3,1,original,41324550,483,946,
1.46595E+18,https://twitter.com/Jelliottcoleman/statuses/1465952523416739844,Jelliottcoleman,"Star Trek The Motion Picture The Good, The Bad, And The Ugly  Dune (2021) https://t.co/OV5z4LdAkH","Star Trek The Motion Picture The Good, The Bad, And The Ugly  Dune (2021) https://t.co/OV5z4LdAkH",12/1/2021 2:54,Twitter for Android,3,0,quote,210208188,4969,1347,"Croydon, London"
1.46595E+18,https://twitter.com/MyLovePolice/statuses/1465952192787992576,MyLovePolice,"RT @theeaglesvision: Denis Villeneuve Met ‘Star Wars’ Team to Prevent Desert Filming Crossover: ‘Let’s Protect Both of Us’: The ""Dune"" team…","Denis Villeneuve Met ‘Star Wars’ Team to Prevent Desert Filming Crossover: ‘Let’s Protect Both of Us’: The ""Dune"" team was scouting locations in the Wadi Rum desert when they discovered ""Star Wars"" was… https://t.co/cdLzixXPm2 #Film #DenisVilleneuve #Dune #StarWars | @IndieWire https://t.co/VQ4HIBDEWu",12/1/2021 2:53,dlvr.it,0,3,retweet,1952107862,973,793,"Cape Town, South Africa"
1.46595E+18,https://twitter.com/bjeaglefeather/statuses/1465952192758571008,bjeaglefeather,"RT @theeaglesvision: Denis Villeneuve Met ‘Star Wars’ Team to Prevent Desert Filming Crossover: ‘Let’s Protect Both of Us’: The ""Dune"" team…","Denis Villeneuve Met ‘Star Wars’ Team to Prevent Desert Filming Crossover: ‘Let’s Protect Both of Us’: The ""Dune"" team was scouting locations in the Wadi Rum desert when they discovered ""Star Wars"" was… https://t.co/cdLzixXPm2 #Film #DenisVilleneuve #Dune #StarWars | @IndieWire https://t.co/VQ4HIBDEWu",12/1/2021 2:53,dlvr.it,0,3,retweet,321603690,6975,8813,Cape Town
1.46595E+18,https://twitter.com/BubbleJunction/statuses/1465951566423158795,BubbleJunction,"RT @theeaglesvision: Denis Villeneuve Met ‘Star Wars’ Team to Prevent Desert Filming Crossover: ‘Let’s Protect Both of Us’: The ""Dune"" team…","Denis Villeneuve Met ‘Star Wars’ Team to Prevent Desert Filming Crossover: ‘Let’s Protect Both of Us’: The ""Dune"" team was scouting locations in the Wadi Rum desert when they discovered ""Star Wars"" was… https://t.co/cdLzixXPm2 #Film #DenisVilleneuve #Dune #StarWars | @IndieWire https://t.co/VQ4HIBDEWu",12/1/2021 2:51,dlvr.it,0,3,retweet,2330013276,2257,2018,Cape Town
1.46595E+18,https://twitter.com/theeaglesvision/statuses/1465951441768435715,theeaglesvision,"Denis Villeneuve Met ‘Star Wars’ Team to Prevent Desert Filming Crossover: ‘Let’s Protect Both of Us’: The ""Dune"" team was scouting locations in the Wadi Rum desert when they discovered ""Star Wars"" was… https://t.co/cdLzixXPm2 #Film #DenisVilleneuve #Dune #StarWars | @IndieWire https://t.co/VQ4HIBDEWu","Denis Villeneuve Met ‘Star Wars’ Team to Prevent Desert Filming Crossover: ‘Let’s Protect Both of Us’: The ""Dune"" team was scouting locations in the Wadi Rum desert when they discovered ""Star Wars"" was… https://t.co/cdLzixXPm2 #Film #DenisVilleneuve #Dune #StarWars | @IndieWire https://t.co/VQ4HIBDEWu",12/1/2021 2:50,dlvr.it,0,3,original,1.08654E+18,636,564,"Cape Town, South Africa"
1.46595E+18,https://twitter.com/franksting/statuses/1465949447322361860,franksting,"A mostly fair review of Dune, but the expectations of more David Lynch style oddness seems out of place https://t.co/eaXzZAZGTK","A mostly fair review of Dune, but the expectations of more David Lynch style oddness seems out of place https://t.co/eaXzZAZGTK",12/1/2021 2:42,Twitter Web App,0,0,original,13807132,2689,3769,Lorryloads of interesting cheeses
1.46595E+18,https://twitter.com/NeoVersion7/statuses/1465946317918588929,NeoVersion7,&gt; Watched Dune (2021) with friends &gt; Listened to friends pronouncing Atreides and Harkonnen &gt; A friend: Zenyatta &gt; Me and everyone else: ? ? ?,&gt; Watched Dune (2021) with friends &gt; Listened to friends pronouncing Atreides and Harkonnen &gt; A friend: Zenyatta &gt; Me and everyone else: ? ? ?,12/1/2021 2:30,Twitter Web App,1,0,original,43707078,10,112,Singapore
1.46595E+18,https://twitter.com/NeoVersion7/statuses/1465945872756211713,NeoVersion7,Watched DUNE (2021)~  I was reminded of the game that introduced me to the Dune Universe~  PLAY ONLINE: https://t.co/ECN6Db2opj,Watched DUNE (2021)~  I was reminded of the game that introduced me to the Dune Universe~  PLAY ONLINE: https://t.co/ECN6Db2opj,12/1/2021 2:28,Twitter Web App,1,0,original,43707078,10,112,Singapore
1.46594E+18,https://twitter.com/_StayyGolddd/statuses/1465944568134778882,_StayyGolddd,"RT @DuneInfo: Hong Kong Exclusive Release by @Mantalab, #DuneMovie 4K-UHD, 44 page Lenticular Digibook with movie contents. Released 20th D…","Hong Kong Exclusive Release by @Mantalab, #DuneMovie 4K-UHD, 44 page Lenticular Digibook with movie contents. Released 20th December 2021  Preorder: https://t.co/DjRnS6IOL5 https://t.co/bVXBVFIhkE",12/1/2021 2:23,Twitter for iPhone,0,21,retweet,211051361,1286,1239,"New York, USA"
1.46594E+18,https://twitter.com/msautoum/statuses/1465944502397550596,msautoum,"RT @IndieWire: “Star Wars” is one of Denis Villeneuve’s favorite films, but that franchise almost got in the way of #Dune. The film\'s team…","“Star Wars” is one of Denis Villeneuve’s favorite films, but that franchise almost got in the way of #Dune. The film\'s team was scouting locations in the Wadi Rum desert when they discovered ""Star Wars"" was already filming there: https://t.co/JZ71wtrgKp https://t.co/HihQtKcqI8",12/1/2021 2:22,Twitter Web App,0,2,retweet,270308992,1069,332,"Toronto, Ontario"
1.46594E+18,https://twitter.com/Taylor_Luck/statuses/1465943956735283200,Taylor_Luck,"Love this:  ""The #Dune team was scouting locations in the Wadi Rum desert when they discovered #StarWars was already filming there.""  Turns out the majestic expanse of Wadi Rum, #Jordan is big enough for two tentpole films at the same time.  https://t.co/96WwdTwuZF via @indiewire","Love this:  ""The #Dune team was scouting locations in the Wadi Rum desert when they discovered #StarWars was already filming there.""  Turns out the majestic expanse of Wadi Rum, #Jordan is big enough for two tentpole films at the same time.  https://t.co/96WwdTwuZF via @indiewire",12/1/2021 2:20,Twitter Web App,5,0,original,72234959,830,4357,Amman and Around
1.46594E+18,https://twitter.com/salman_afarisi/statuses/1465943004498173954,salman_afarisi,"RT @wongkwarwai: Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM","Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM",12/1/2021 2:17,Twitter for Android,0,354,retweet,481064983,668,858,"Bekasi, Jawa Barat"
1.46594E+18,https://twitter.com/okanenainde/statuses/1465941471534534658,okanenainde,Dune: Imperium – Rise of Ix &gt; Images https://t.co/wbteskObAK &gt; All 6 new leaders  Dune: Imperium – Rise of Ix rulebook 11_8_2021 https://t.co/DBpRJXnNkO  List of New Leaders and Abilities for Rise of Ix https://t.co/yuUqrPjpch https://t.co/ugPEfpynMw,Dune: Imperium – Rise of Ix &gt; Images https://t.co/wbteskObAK &gt; All 6 new leaders  Dune: Imperium – Rise of Ix rulebook 11_8_2021 https://t.co/DBpRJXnNkO  List of New Leaders and Abilities for Rise of Ix https://t.co/yuUqrPjpch https://t.co/ugPEfpynMw,12/1/2021 2:10,Twitter Web App,1,0,reply,478775545,155,4918,
1.46594E+18,https://twitter.com/Caskettfan2/statuses/1465940588121964545,Caskettfan2,"RT @rfergusonweb: ""Rebecca! Phenomenal! She has so much weight. She holds her own. She is tougher than all the guys"" - Jason Momoa on worki…","""Rebecca! Phenomenal! She has so much weight. She holds her own. She is tougher than all the guys"" - Jason Momoa on working with Rebecca Ferguson in Dune (2021) https://t.co/e6Rfs6NJE4",12/1/2021 2:07,Twitter for iPhone,0,34,retweet,2168244717,186,20,Storybrooke
1.46594E+18,https://twitter.com/songofsherlock/statuses/1465938418551119881,songofsherlock,RT @filmotreides: “we call that one muad’dib”   dune (2021) dir. denis villeneuve https://t.co/LfcKD8ISMw,“we call that one muad’dib”   dune (2021) dir. denis villeneuve https://t.co/LfcKD8ISMw,12/1/2021 1:58,Twitter for Android,0,445,retweet,9.8654E+17,161,195,
1.46594E+18,https://twitter.com/CausabonT/statuses/1465938410082869252,CausabonT,"I am a def con of angora goats warning you all who pass this moat it\'s only a matter of of folding time and space before I become your epidemic  The mars volta were singing about 2021, think about it, goats -&gt; sheep -&gt; lamb a24 film folding time and space -&gt; dune epidemic -&gt; duh","I am a def con of angora goats warning you all who pass this moat it\'s only a matter of of folding time and space before I become your epidemic  The mars volta were singing about 2021, think about it, goats -&gt; sheep -&gt; lamb a24 film folding time and space -&gt; dune epidemic -&gt; duh",12/1/2021 1:58,Twitter Web App,1,0,original,1.42126E+18,523,179,In your walls
1.46594E+18,https://twitter.com/dcharchuk/statuses/1465938315215982598,dcharchuk,"#Top5FirstViews for NOVEMBER 2021:  01 DUNE: PART ONE (Denis Villeneuve, 2021, USA) 02 NO TIME TO DIE (Cary Joji Fukunaga, 2021, UK) 03 SYNCHRONIC (Benson &amp; Moorhead, 2019, USA) 04 tick, tick… BOOM! (Lin-Manuel Miranda, 2021) 05 HOME FOR THE HOLIDAYS (Jodie Foster, 1995, USA)","#Top5FirstViews for NOVEMBER 2021:  01 DUNE: PART ONE (Denis Villeneuve, 2021, USA) 02 NO TIME TO DIE (Cary Joji Fukunaga, 2021, UK) 03 SYNCHRONIC (Benson &amp; Moorhead, 2019, USA) 04 tick, tick… BOOM! (Lin-Manuel Miranda, 2021) 05 HOME FOR THE HOLIDAYS (Jodie Foster, 1995, USA)",12/1/2021 1:58,TweetDeck,0,0,original,111234697,857,169,"Westmount, QC"
1.46594E+18,https://twitter.com/tekhedd/statuses/1465936823616561156,tekhedd,"Dune 2021 ""From $29.00 to buy"" yeah no","Dune 2021 ""From $29.00 to buy"" yeah no",12/1/2021 1:52,TweetDeck,0,0,original,28158307,98,90,
1.46594E+18,https://twitter.com/tekhedd/statuses/1465936291745329153,tekhedd,Search for ways to watch Dune 2021 online... turn up dozens of russian torrent sites. Have we learned NOTHING from Napster? No? OK then guess I\'m a\'torrenting.,Search for ways to watch Dune 2021 online... turn up dozens of russian torrent sites. Have we learned NOTHING from Napster? No? OK then guess I\'m a\'torrenting.,12/1/2021 1:50,TweetDeck,0,0,original,28158307,98,90,
1.46593E+18,https://twitter.com/LingoUnbound/statuses/1465932176424267780,LingoUnbound,"November best first time views:  McCabe &amp; Mrs. Miller Drive My Car West Side Story (2021) Power of the Dog The Girl and the Spider Licorice Pizza The Last Duel Rebels of the Neon God Dune Întregalde Paris, 13th District France https://t.co/zBS43FisrG","November best first time views:  McCabe &amp; Mrs. Miller Drive My Car West Side Story (2021) Power of the Dog The Girl and the Spider Licorice Pizza The Last Duel Rebels of the Neon God Dune Întregalde Paris, 13th District France https://t.co/zBS43FisrG",12/1/2021 1:34,Twitter Web App,21,0,original,18926160,5000,2325,East Hollywood 
1.46593E+18,https://twitter.com/ChiChalamet/statuses/1465930221933457408,ChiChalamet,"RT @readytimmywear: Timothée Chalamet - with @HansZimmer at Dune Party, Venice, September 2 2021  ALEXANDER McQUEEN Panelled Wood Serge Jac…","Timothée Chalamet - with @HansZimmer at Dune Party, Venice, September 2 2021  ALEXANDER McQUEEN Panelled Wood Serge Jacket $2630 Panelled Wood Serge Trousers $920 Tread Slick Lace Up $695  #TimotheeChalamet @RealChalamet https://t.co/trIKsNbYUR",12/1/2021 1:26,Movatter,0,39,retweet,1.34783E+18,1231,71,Tokyo / LA
1.46593E+18,https://twitter.com/erspamer_matt/statuses/1465929738950565891,erspamer_matt,November first views:  French Dispatch Power of the Dog  Nightmare Alley (1947) Labyrinth of Cinema  Dune (2021) Deliverance  C’mon C’mon,November first views:  French Dispatch Power of the Dog  Nightmare Alley (1947) Labyrinth of Cinema  Dune (2021) Deliverance  C’mon C’mon,12/1/2021 1:24,Twitter for iPhone,10,0,original,24687499,989,3071,"Seattle, WA"
1.46593E+18,https://twitter.com/CAMGIRL_movie/statuses/1465929025373704195,CAMGIRL_movie,RT @redlettermedia: Dune (1984) and Dune (2021) - re:View https://t.co/DkOZG2q941,Dune (1984) and Dune (2021) - re:View https://t.co/DkOZG2q941,12/1/2021 1:21,Twitter for iPhone,0,338,retweet,352178574,4975,1926,"Los Angeles, CA"
1.46593E+18,https://twitter.com/RedHautePoker/statuses/1465926853391228934,RedHautePoker,Best first-time watches in Nov: IN A LONELY PLACE CRISS CROSS THE LETTER REBECCA FREE HAND FOR A TOUGH COP SPECIAL EFFECTS  ALMOST HUMAN DUNE (2021),Best first-time watches in Nov: IN A LONELY PLACE CRISS CROSS THE LETTER REBECCA FREE HAND FOR A TOUGH COP SPECIAL EFFECTS  ALMOST HUMAN DUNE (2021),12/1/2021 1:12,Twitter for iPhone,0,0,original,1.05815E+18,177,240,Corn country
1.46593E+18,https://twitter.com/Abstract_Origin/statuses/1465926114136641539,Abstract_Origin,RT @AndyAlvarez: House of Gucci is the Dune of bad movies for 2021 and the more articles like this that come out the more I find myself inc…,House of Gucci is the Dune of bad movies for 2021 and the more articles like this that come out the more I find myself inching closer to the box office for a ticket. https://t.co/XjxcO0Mbgi,12/1/2021 1:09,Twitter for Android,0,1,quote,8.62123E+17,953,1247,abstract.the.origin.at.gmail
1.46592E+18,https://twitter.com/soulfoodmusic_/statuses/1465923550896787460,soulfoodmusic_,"RT @wongkwarwai: Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM","Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM",12/1/2021 0:59,Twitter for iPhone,0,354,retweet,1.27977E+18,74,65,
1.46592E+18,https://twitter.com/AndyAlvarez/statuses/1465923291181322240,AndyAlvarez,House of Gucci is the Dune of bad movies for 2021 and the more articles like this that come out the more I find myself inching closer to the box office for a ticket. https://t.co/XjxcO0Mbgi,House of Gucci is the Dune of bad movies for 2021 and the more articles like this that come out the more I find myself inching closer to the box office for a ticket. https://t.co/XjxcO0Mbgi,12/1/2021 0:58,Twitter for iPhone,1,1,quote,14930673,274,259,"San Diego, CA"
1.46592E+18,https://twitter.com/nebulo_sa/statuses/1465922238834790400,nebulo_sa,RT @FilmstoFilms_: Dune (2021) https://t.co/DtCuJBdg76,Dune (2021) https://t.co/DtCuJBdg76,12/1/2021 0:54,Twitter for Android,0,479,retweet,233040316,559,672,
1.46592E+18,https://twitter.com/belbis_sean/statuses/1465921508048453633,belbis_sean,RT @GeekGabNews: Embark on a mythic &amp; emotionally charged hero’s journey when @wbpictures  and @Legendary Pictures #dune from #DenisVillene…,"Embark on a mythic &amp; emotionally charged hero’s journey when @wbpictures  and @Legendary Pictures #dune from #DenisVilleneuve arrives on #4KUltraHD with this beautiful lenticular Digibook via @Mantalab on Dec 20, 2021 #DuneMovie #UltraHDBluray #DVD #Bluray #4K #4KBluray  #UHD https://t.co/kSkVX4tX14",12/1/2021 0:51,Twitter for iPhone,0,18,retweet,1.27613E+18,2713,127,
1.46592E+18,https://twitter.com/AndreasTeddyY/statuses/1465921423600496640,AndreasTeddyY,"RT @wongkwarwai: Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM","Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM",12/1/2021 0:51,Twitter for Android,0,354,retweet,55538803,1110,1268,"Surabaya, Indonesia"
1.46592E+18,https://twitter.com/matdanang/statuses/1465921379753103366,matdanang,"RT @wongkwarwai: Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM","Baron Harkonnen floating to his ""death"" after inhaling the poison from Leto\'s teeth, Dune (2021) https://t.co/d4bmbs23DM",12/1/2021 0:51,Twitter for Android,0,354,retweet,612363970,587,318,Somewhere over the rainbow
